2010,Conservative,306,blue
2010,Lib Dem,50,yellow
2010,Labour,257,red
2010,DUP,9,purple
2010,Sinn Fein,5,green
2010,Speakers,4,white
2005,Conservative,200,blue
2005,Lib Dem,50,yellow
2005,Labour,360,red
2005,DUP,9,purple
2005,Sinn Fein,5,green
2005,Speakers,4,white
2005,Respect,1,brown
